1,1
2,2
3,4
4,8
5,9
6,10
7,11
8,12
9,6
10,7
11,8
12,9
13,10
14,11
15,12
16,6
17,7
18,8
19,9
20,10
21,11
22,12
23,1
24,2
25,4
26,8
27,9
28,10
29,11
30,12
31,6
32,7
33,8
34,9
35,10
36,11
37,12
38,6
39,7
40,8
41,9
42,10
43,11
44,12
45,1
46,2
47,4
48,8
49,9
50,10
51,11
52,12
53,6
54,7
55,8
56,9
57,10
58,11
59,12
60,6
61,7
62,8
63,9
64,10
65,11
66,12
67,1
68,2
69,4
70,8
71,9
72,10
73,11
74,12
75,6
76,7
77,8
